housing_type,deposit_amount,monthly_rent,area_m2,build_year,deal_year,deal_month,umd_nm,jibun,rent_gbn,contract_type,lawd_cd,region_label,region_group,sido,is_accident
아파트,400000000,0,59.04,1994.0,2025,6,방화동,832,,,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,59.04,1994.0,2025,6,방화동,832,,,11500,서울 강서구,고위험,서울특별시,0
아파트,346000000,0,59.4,1995.0,2025,6,방화동,796,,,11500,서울 강서구,고위험,서울특별시,0
아파트,750000000,0,84.92,2014.0,2025,6,마곡동,735,,,11500,서울 강서구,고위험,서울특별시,0
아파트,340000000,0,58.65,1992.0,2025,6,가양동,1485,,,11500,서울 강서구,고위험,서울특별시,0
아파트,235000000,0,23.93,2018.0,2025,6,화곡동,899-31,,,11500,서울 강서구,고위험,서울특별시,0
아파트,640000000,0,59.9825,2017.0,2025,6,마곡동,748,,,11500,서울 강서구,고위험,서울특별시,0
아파트,209470000,0,39.6,1992.0,2025,6,가양동,1485,,,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,59.9825,2017.0,2025,6,마곡동,748,,,11500,서울 강서구,고위험,서울특별시,0
아파트,630000000,0,89.975,1995.0,2025,6,등촌동,694,,,11500,서울 강서구,고위험,서울특별시,0
아파트,750000000,0,84.95,2014.0,2025,6,마곡동,736,,,11500,서울 강서구,고위험,서울특별시,0
아파트,420000000,0,59.84,2008.0,2025,6,내발산동,749,,,11500,서울 강서구,고위험,서울특별시,0
아파트,340000000,0,58.14,1995.0,2025,6,등촌동,695,,,11500,서울 강서구,고위험,서울특별시,0
아파트,300000000,0,56.88,1988.0,2025,6,화곡동,351-89,,,11500,서울 강서구,고위험,서울특별시,0
아파트,236000000,0,23.93,2018.0,2025,6,화곡동,899-31,,,11500,서울 강서구,고위험,서울특별시,0
아파트,260000000,0,41.85,1994.0,2025,6,등촌동,707,,,11500,서울 강서구,고위험,서울특별시,0
아파트,450000000,0,59.84,2023.0,2025,6,내발산동,765,,,11500,서울 강서구,고위험,서울특별시,0
아파트,220000000,0,39.6,1993.0,2025,6,가양동,1490,,,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,84.9881,2017.0,2025,6,마곡동,748,,,11500,서울 강서구,고위험,서울특별시,0
아파트,340000000,0,58.65,1992.0,2025,6,가양동,1485,,,11500,서울 강서구,고위험,서울특별시,0
아파트,280000000,0,39.6,1992.0,2025,6,가양동,1485,,,11500,서울 강서구,고위험,서울특별시,0
아파트,277600000,0,49.5,1992.0,2025,6,가양동,1485,,,11500,서울 강서구,고위험,서울특별시,0
아파트,372000000,0,84.97,2004.0,2025,6,방화동,579,,,11500,서울 강서구,고위험,서울특별시,0
아파트,480000000,0,59.97,1999.0,2025,6,가양동,448-9,,,11500,서울 강서구,고위험,서울특별시,0
아파트,700000000,0,84.97,2021.0,2025,6,마곡동,744,,,11500,서울 강서구,고위험,서울특별시,0
아파트,300000000,0,49.77,1994.0,2025,6,방화동,814,,,11500,서울 강서구,고위험,서울특별시,0
아파트,470000000,0,59.98,2005.0,2025,6,내발산동,657,,,11500,서울 강서구,고위험,서울특별시,0
아파트,250000000,0,34.44,1993.0,2025,6,가양동,1490,,,11500,서울 강서구,고위험,서울특별시,0
아파트,470000000,0,59.94,1999.0,2025,6,염창동,262-2,,,11500,서울 강서구,고위험,서울특별시,0
아파트,750000000,0,84.92,2014.0,2025,6,마곡동,735,,,11500,서울 강서구,고위험,서울특별시,0
아파트,274000000,0,59.98,1993.0,2025,6,마곡동,422,,,11500,서울 강서구,고위험,서울특별시,0
아파트,520000000,0,84.53,2008.0,2025,6,내발산동,756,,,11500,서울 강서구,고위험,서울특별시,0
아파트,260000000,0,39.96,1994.0,2025,6,방화동,841,,,11500,서울 강서구,고위험,서울특별시,0
아파트,420000000,0,80.64,1994.0,2025,6,등촌동,691-3,,,11500,서울 강서구,고위험,서울특별시,0
아파트,220000000,0,39.76,1993.0,2025,6,방화동,839,,,11500,서울 강서구,고위험,서울특별시,0
아파트,300000000,0,39.6,1992.0,2025,6,가양동,1485,,,11500,서울 강서구,고위험,서울특별시,0
아파트,546000000,0,59.6202,2023.0,2025,6,등촌동,727,,,11500,서울 강서구,고위험,서울특별시,0
아파트,940000000,0,114.98,2014.0,2025,6,마곡동,743,,,11500,서울 강서구,고위험,서울특별시,0
아파트,220000000,0,34.44,1992.0,2025,6,가양동,1461,,,11500,서울 강서구,고위험,서울특별시,0
아파트,167860000,0,33.18,1993.0,2025,6,방화동,839,,,11500,서울 강서구,고위험,서울특별시,0
아파트,630000000,0,59.9825,2017.0,2025,6,마곡동,748,,,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,59.04,1994.0,2025,6,방화동,832,,,11500,서울 강서구,고위험,서울특별시,0
아파트,560000000,0,84.93,2004.0,2025,6,염창동,298,,,11500,서울 강서구,고위험,서울특별시,0
아파트,560000000,0,84.93,2004.0,2025,6,염창동,298,,,11500,서울 강서구,고위험,서울특별시,0
아파트,170000000,0,34.44,1992.0,2025,6,가양동,1461,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,830000000,0,114.86,2014.0,2025,6,마곡동,750,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,565000000,0,84.358,2001.0,2025,6,염창동,282,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,350000000,0,49.5,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,270000000,0,39.6,1992.0,2025,6,가양동,1461,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,600000000,0,84.96,2007.0,2025,6,내발산동,751,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,59.9825,2017.0,2025,6,마곡동,748,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,714000000,0,101.87,2005.0,2025,6,내발산동,657,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,600000000,0,103.92,2002.0,2025,6,화곡동,1091,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,49.56,1992.0,2025,6,가양동,1461,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,84.99,1993.0,2025,6,가양동,1460,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,530000000,0,78.6,1998.0,2025,6,염창동,290,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,530000000,0,78.6,1998.0,2025,6,염창동,290,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,750000000,0,84.92,2014.0,2025,6,마곡동,735,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,430000000,0,59.14,2019.0,2025,6,가양동,235-4,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,940000000,0,114.98,2014.0,2025,6,마곡동,743,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,260000000,0,39.6,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,340000000,0,58.65,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,560000000,0,84.512,2002.0,2025,6,내발산동,728,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,420000000,0,84.99,1993.0,2025,6,방화동,793,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,450000000,0,66.37,2006.0,2025,6,가양동,1497,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,280000000,0,39.6,1994.0,2025,6,방화동,814,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,300000000,0,41.85,1994.0,2025,6,등촌동,687,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,635000000,0,59.99,2015.0,2025,6,화곡동,1165,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,615000000,0,84.98,2004.0,2025,6,염창동,297,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,393590000,0,80.65,2008.0,2025,6,마곡동,1360,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,700000000,0,144.123,2002.0,2025,6,화곡동,1091,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,59.04,1994.0,2025,6,방화동,832,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,525000000,0,84.99,2008.0,2025,6,마곡동,1525,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,275000000,0,59.82,1995.0,2025,6,염창동,289,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,270000000,0,39.6,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,240000000,0,77.5,2003.0,2025,6,화곡동,887-11,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,535000000,0,59.98,2005.0,2025,6,내발산동,657,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,480000000,0,49.77,2020.0,2025,6,등촌동,722,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,520000000,0,84.53,2008.0,2025,6,내발산동,756,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,80.64,1994.0,2025,6,등촌동,691-3,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,544000000,0,84.9881,2017.0,2025,6,마곡동,748,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,735000000,0,84.98,2005.0,2025,6,내발산동,657,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,190000000,0,39.76,1993.0,2025,6,방화동,839,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,235000000,0,23.93,2018.0,2025,6,화곡동,899-31,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,450000000,0,58.14,1995.0,2025,6,등촌동,688,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,300000000,0,56.88,1988.0,2025,6,화곡동,351-89,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,440000000,0,58.65,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,360000000,0,59.67,1998.0,2025,6,방화동,860,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,278000000,0,41.85,1994.0,2025,6,등촌동,687,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,420000000,0,84.07,1998.0,2025,6,화곡동,1139,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,273000000,0,59.4,1995.0,2025,6,방화동,796,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,468000000,0,59.96,1997.0,2025,6,염창동,268,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,241500000,0,22.05,2021.0,2025,6,등촌동,725,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,215000000,0,30.04,2018.0,2025,6,등촌동,720,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,210000000,0,33.6,1993.0,2025,6,방화동,839,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,700000000,0,59.8873,2019.0,2025,6,염창동,309,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,500000000,0,59.76,1999.0,2025,6,가양동,448-1,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,209470000,0,39.6,1992.0,2025,6,가양동,1485,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,840000000,0,128.81,2015.0,2025,6,화곡동,1165,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,230000000,0,37.67,1995.0,2025,6,등촌동,695,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,240000000,0,93.0,1995.0,2025,6,화곡동,911-14,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,725000000,0,84.98,2005.0,2025,6,내발산동,657,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,750000000,0,84.95,2014.0,2025,6,마곡동,736,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,450000000,0,66.37,2006.0,2025,6,가양동,1497,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,430000000,0,84.37,2006.0,2025,6,화곡동,981-1,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,320000000,0,41.85,1994.0,2025,6,등촌동,707,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,700000000,0,134.88,1993.0,2025,6,가양동,1459,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,250000000,0,39.6,1992.0,2025,6,가양동,1461,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,630000000,0,84.68,2007.0,2025,6,내발산동,742,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,84.9881,2017.0,2025,6,마곡동,748,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,530000000,0,84.97,1993.0,2025,6,마곡동,422,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,530000000,0,84.97,1993.0,2025,6,마곡동,422,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,640500000,0,84.9881,2017.0,2025,6,마곡동,748,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,260000000,0,41.85,1994.0,2025,6,등촌동,707,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,410000000,0,59.97,1998.0,2025,6,등촌동,632-2,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,357000000,0,49.5,1993.0,2025,6,가양동,1490,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,220000000,0,39.6,1992.0,2025,6,가양동,1461,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,577500000,0,84.74,2016.0,2025,6,마곡동,741,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,409500000,0,84.97,1999.0,2025,6,마곡동,429,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,420000000,0,84.99,1992.0,2025,6,염창동,70-20,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,288700000,0,49.65,1992.0,2025,6,가양동,1461,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,560000000,0,84.93,2004.0,2025,6,염창동,298,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,260000000,0,49.56,1992.0,2025,6,가양동,1461,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,680000000,0,84.86,2014.0,2025,6,마곡동,751,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,195000000,0,19.91,2019.0,2025,6,화곡동,998-5,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,365000000,0,84.96,1997.0,2025,6,등촌동,662-3,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,600000000,0,84.87,2005.0,2025,6,마곡동,716,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,230000000,0,37.67,1995.0,2025,6,등촌동,688,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,171450000,0,19.81,2018.0,2025,6,화곡동,924-1,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,800000000,0,84.9805,2017.0,2025,6,마곡동,748,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,440000000,0,65.88,1992.0,2025,6,염창동,287-1,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,650000000,0,59.82,2021.0,2025,6,마곡동,744,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,456000000,0,84.99,2003.0,2025,6,등촌동,713,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,216000000,0,25.95,2019.0,2025,6,등촌동,656-17,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,900000000,0,114.91,2014.0,2025,6,마곡동,736,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,399000000,0,84.9941,2005.0,2025,6,마곡동,1252,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,720000000,0,114.72,2008.0,2025,6,마곡동,1525,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,59.98,2022.0,2025,6,등촌동,726,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,250000000,0,39.76,1993.0,2025,6,방화동,839,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,270000000,0,37.67,1995.0,2025,6,등촌동,702,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,460000000,0,84.528,2003.0,2025,6,마곡동,1467,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,500000000,0,59.83,1999.0,2025,6,염창동,258-1,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,49.56,1992.0,2025,6,가양동,1461,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,400000000,0,49.5,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,550000000,0,84.96,1994.0,2025,6,등촌동,701,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,185220000,0,39.6,1992.0,2025,6,가양동,1461,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,760000000,0,84.9805,2017.0,2025,6,마곡동,748,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,294000000,0,59.04,1994.0,2025,6,방화동,841,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,399000000,0,84.95,2004.0,2025,6,가양동,1496,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,600000000,0,89.975,1995.0,2025,6,등촌동,694,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,280000000,0,39.6,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,295000000,0,39.6,1994.0,2025,6,방화동,814,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,390000000,0,59.4,1995.0,2025,6,방화동,796,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,280000000,0,39.6,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,690000000,0,59.99,2015.0,2025,6,화곡동,1165,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,290000000,0,49.56,1992.0,2025,6,가양동,1461,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,262500000,0,39.6,1994.0,2025,6,방화동,814,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,225000000,0,23.93,2018.0,2025,6,화곡동,899-31,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,560000000,0,84.93,2004.0,2025,6,염창동,298,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,300000000,0,41.85,1994.0,2025,6,등촌동,687,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,315000000,0,71.18,2004.0,2025,6,방화동,567-4,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,630000000,0,84.708,2003.0,2025,6,내발산동,729,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,340000000,0,58.65,1992.0,2025,6,가양동,1485,,신규,11500,서울 강서구,고위험,서울특별시,0
아파트,661500000,0,84.65,2021.0,2025,6,마곡동,744,,갱신,11500,서울 강서구,고위험,서울특별시,0
아파트,250000000,0,37.67,1995.0,2025,6,등촌동,688,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,170000000,0,57.6,2008.0,2025,6,화곡동,46-14,,,11500,서울 강서구,고위험,서울특별시,0
연립다세대,288000000,0,63.97,2010.0,2025,6,등촌동,645-2,,,11500,서울 강서구,고위험,서울특별시,0
연립다세대,189000000,0,29.66,2015.0,2025,6,화곡동,332-42,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,160000000,0,64.39,1998.0,2025,6,화곡동,102-253,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,177000000,0,37.2,2014.0,2025,6,화곡동,392-31,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,320000000,0,84.69,1990.0,2025,6,화곡동,1007-25,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,110000000,0,43.9,2009.0,2025,6,화곡동,56-90,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,254000000,0,29.96,2022.0,2025,6,화곡동,359-105,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,160000000,0,50.27,2002.0,2025,6,화곡동,1037-28,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,109650000,0,41.95,1986.0,2025,6,화곡동,105-426,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,96600000,0,27.78,2002.0,2025,6,화곡동,467-9,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,93380000,0,27.78,2002.0,2025,6,화곡동,467-9,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,245000000,0,25.17,2021.0,2025,6,화곡동,355-43,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,288000000,0,63.97,2010.0,2025,6,등촌동,645-2,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,249480000,0,29.39,2019.0,2025,6,화곡동,1026-25,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,200000000,0,56.84,2002.0,2025,6,내발산동,675-23,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,76000000,0,12.21,2012.0,2025,6,등촌동,534-2,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,257250000,0,20.665,2021.0,2025,6,등촌동,565-5,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,265000000,0,53.5,2017.0,2025,6,화곡동,464-5,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,146000000,0,45.12,1996.0,2025,6,등촌동,365-151,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,171000000,0,29.9,2016.0,2025,6,등촌동,574-1,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,164000000,0,57.15,1996.0,2025,6,화곡동,367-80,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,254000000,0,37.2,2019.0,2025,6,공항동,651-4,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,220000000,0,26.23,2019.0,2025,6,화곡동,1040,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,340000000,0,48.8,2018.0,2025,6,내발산동,655-12,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,210000000,0,28.59,2019.0,2025,6,방화동,598-33,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,153000000,0,27.27,2016.0,2025,6,화곡동,816-18,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,255000000,0,36.86,2015.0,2025,6,내발산동,651-6,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,180000000,0,50.12,2011.0,2025,6,화곡동,410-180,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,202000000,0,28.22,2017.0,2025,6,염창동,273-9,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,231000000,0,29.47,2016.0,2025,6,염창동,253-6,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,206000000,0,63.34,1984.0,2025,6,내발산동,682-4,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,225000000,0,44.73,2011.0,2025,6,공항동,55-77,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,182000000,0,32.95,2015.0,2025,6,화곡동,346-92,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,170000000,0,63.34,1984.0,2025,6,내발산동,682-4,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,299700000,0,20.23,2024.0,2025,6,등촌동,664,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,299700000,0,20.23,2024.0,2025,6,등촌동,664,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,181000000,0,59.88,2009.0,2025,6,화곡동,915-11,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,70000000,0,39.76,1986.0,2025,6,내발산동,678-24,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,259000000,0,31.95,2019.0,2025,6,화곡동,1040,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,220000000,0,52.28,1992.0,2025,6,내발산동,651-3,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,200000000,0,57.54,2007.0,2025,6,화곡동,400-26,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,162000000,0,28.29,2012.0,2025,6,등촌동,517-16,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,80000000,0,20.79,2012.0,2025,6,내발산동,675-8,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,189000000,0,40.38,2011.0,2025,6,공항동,59-12,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,210000000,0,25.84,2022.0,2025,6,화곡동,1016-19,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,240000000,0,63.57,2002.0,2025,6,등촌동,530-5,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,238900000,0,51.12,2014.0,2025,6,화곡동,882-12,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,213500000,0,37.78,2014.0,2025,6,화곡동,24-490,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,179000000,0,58.89,1999.0,2025,6,화곡동,367-75,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,199000000,0,53.94,2010.0,2025,6,화곡동,818-14,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,151000000,0,28.64,2017.0,2025,6,화곡동,819-3,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,176400000,0,51.1,2002.0,2025,6,내발산동,668-2,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,153000000,0,49.35,2001.0,2025,6,화곡동,340-5,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,200000000,0,56.79,2000.0,2025,6,방화동,603-11,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,180000000,0,29.28,2016.0,2025,6,방화동,249-17,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,156000000,0,35.61,2016.0,2025,6,화곡동,153-7,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,165000000,0,50.27,2002.0,2025,6,화곡동,1037-28,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,180000000,0,50.12,2011.0,2025,6,화곡동,410-180,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,180000000,0,37.28,2015.0,2025,6,화곡동,381-2,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,183900000,0,29.48,2016.0,2025,6,화곡동,380-7,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,72000000,0,18.68,2010.0,2025,6,방화동,247-286,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,220000000,0,26.23,2019.0,2025,6,화곡동,1040,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,192000000,0,65.89,2002.0,2025,6,방화동,648-56,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,292320000,0,45.65,2016.0,2025,6,등촌동,533-9,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,166000000,0,65.17,2000.0,2025,6,화곡동,159-22,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,100000000,0,54.33,1995.0,2025,6,등촌동,633-20,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,200000000,0,57.13,2008.0,2025,6,화곡동,61-50,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,112800000,0,45.0,1991.0,2025,6,화곡동,56-507,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,98380000,0,37.83,2003.0,2025,6,화곡동,56-249,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,220000000,0,49.24,2012.0,2025,6,내발산동,687-10,,신규,11500,서울 강서구,고위험,서울특별시,0
연립다세대,210000000,0,29.98,2017.0,2025,6,내발산동,715-7,,갱신,11500,서울 강서구,고위험,서울특별시,0
연립다세대,60000000,0,61.28,2004.0,2025,6,화곡동,353-30,,갱신,11500,서울 강서구,고위험,서울특별시,0
