product,year,month,housing_type,sido,issue_cnt,issue_amt_won,yyyymm
전세보증금반환보증,2016,1,다가구주택,경기도,2.0,230000000,2016-01
전세보증금반환보증,2016,1,다가구주택,경상남도,1.0,70000000,2016-01
전세보증금반환보증,2016,1,다가구주택,대구광역시,1.0,100000000,2016-01
전세보증금반환보증,2016,1,다가구주택,대전광역시,1.0,200000000,2016-01
전세보증금반환보증,2016,1,다가구주택,서울특별시,6.0,985000000,2016-01
전세보증금반환보증,2016,1,다가구주택,전라북도,1.0,58750000,2016-01
전세보증금반환보증,2016,1,다세대주택,경기도,4.0,397500000,2016-01
전세보증금반환보증,2016,1,다세대주택,광주광역시,1.0,225000000,2016-01
전세보증금반환보증,2016,1,다세대주택,부산광역시,1.0,55000000,2016-01
전세보증금반환보증,2016,1,다세대주택,서울특별시,18.0,2862450000,2016-01
전세보증금반환보증,2016,1,다세대주택,인천광역시,1.0,90000000,2016-01
전세보증금반환보증,2016,1,단독주택,경기도,4.0,540000000,2016-01
전세보증금반환보증,2016,1,단독주택,서울특별시,3.0,355000000,2016-01
전세보증금반환보증,2016,1,단독주택,충청북도,1.0,110000000,2016-01
전세보증금반환보증,2016,1,아파트,강원도,2.0,270000000,2016-01
전세보증금반환보증,2016,1,아파트,경기도,278.0,60181600000,2016-01
전세보증금반환보증,2016,1,아파트,경상남도,15.0,2540200000,2016-01
전세보증금반환보증,2016,1,아파트,경상북도,9.0,1495000000,2016-01
전세보증금반환보증,2016,1,아파트,광주광역시,10.0,1829000000,2016-01
전세보증금반환보증,2016,1,아파트,대구광역시,41.0,8482250000,2016-01
전세보증금반환보증,2016,1,아파트,대전광역시,9.0,1579000000,2016-01
전세보증금반환보증,2016,1,아파트,부산광역시,41.0,8020800000,2016-01
전세보증금반환보증,2016,1,아파트,서울특별시,112.0,28089550000,2016-01
전세보증금반환보증,2016,1,아파트,세종특별자치시,1.0,130000000,2016-01
전세보증금반환보증,2016,1,아파트,울산광역시,8.0,1432500000,2016-01
전세보증금반환보증,2016,1,아파트,인천광역시,138.0,29948850000,2016-01
전세보증금반환보증,2016,1,아파트,전라북도,4.0,772500000,2016-01
전세보증금반환보증,2016,1,아파트,충청남도,12.0,2226750000,2016-01
전세보증금반환보증,2016,1,아파트,충청북도,7.0,1135000000,2016-01
전세보증금반환보증,2016,1,연립주택,서울특별시,2.0,430000000,2016-01
전세보증금반환보증,2016,1,연립주택,인천광역시,2.0,150000000,2016-01
전세보증금반환보증,2016,1,오피스텔,경기도,2.0,585000000,2016-01
전세보증금반환보증,2016,1,오피스텔,경상남도,1.0,140000000,2016-01
전세보증금반환보증,2016,1,오피스텔,부산광역시,1.0,210000000,2016-01
전세보증금반환보증,2016,1,오피스텔,서울특별시,2.0,207500000,2016-01
전세보증금반환보증,2016,1,오피스텔,인천광역시,1.0,128000000,2016-01
전세보증금반환보증,2016,2,다가구주택,경기도,4.0,680000000,2016-02
전세보증금반환보증,2016,2,다가구주택,서울특별시,1.0,150000000,2016-02
전세보증금반환보증,2016,2,다가구주택,인천광역시,2.0,310000000,2016-02
전세보증금반환보증,2016,2,다세대주택,경기도,6.0,730000000,2016-02
전세보증금반환보증,2016,2,다세대주택,서울특별시,12.0,1679000000,2016-02
전세보증금반환보증,2016,2,다세대주택,인천광역시,3.0,225000000,2016-02
전세보증금반환보증,2016,2,단독주택,경기도,3.0,543000000,2016-02
전세보증금반환보증,2016,2,단독주택,서울특별시,2.0,230000000,2016-02
전세보증금반환보증,2016,2,단독주택,충청북도,1.0,50000000,2016-02
전세보증금반환보증,2016,2,아파트,강원도,2.0,300000000,2016-02
전세보증금반환보증,2016,2,아파트,경기도,563.0,1.31E+11,2016-02
전세보증금반환보증,2016,2,아파트,경상남도,18.0,2746250000,2016-02
전세보증금반환보증,2016,2,아파트,경상북도,20.0,3861000000,2016-02
전세보증금반환보증,2016,2,아파트,광주광역시,11.0,2014300000,2016-02
전세보증금반환보증,2016,2,아파트,대구광역시,86.0,17258500000,2016-02
전세보증금반환보증,2016,2,아파트,대전광역시,17.0,2868000000,2016-02
전세보증금반환보증,2016,2,아파트,부산광역시,50.0,8511000000,2016-02
전세보증금반환보증,2016,2,아파트,서울특별시,179.0,45782940000,2016-02
전세보증금반환보증,2016,2,아파트,세종특별자치시,3.0,400000000,2016-02
전세보증금반환보증,2016,2,아파트,울산광역시,17.0,3358000000,2016-02
전세보증금반환보증,2016,2,아파트,인천광역시,495.0,1.02E+11,2016-02
전세보증금반환보증,2016,2,아파트,전라남도,1.0,79000000,2016-02
전세보증금반환보증,2016,2,아파트,전라북도,3.0,415000000,2016-02
전세보증금반환보증,2016,2,아파트,충청남도,19.0,3444250000,2016-02
전세보증금반환보증,2016,2,아파트,충청북도,7.0,1340000000,2016-02
전세보증금반환보증,2016,2,연립주택,경기도,1.0,80000000,2016-02
전세보증금반환보증,2016,2,연립주택,서울특별시,3.0,592500000,2016-02
전세보증금반환보증,2016,2,오피스텔,경기도,3.0,645000000,2016-02
전세보증금반환보증,2016,2,오피스텔,대구광역시,1.0,90000000,2016-02
전세보증금반환보증,2016,2,오피스텔,서울특별시,1.0,90000000,2016-02
전세보증금반환보증,2016,2,오피스텔,인천광역시,1.0,100000000,2016-02
전세보증금반환보증,2016,3,다가구주택,경기도,9.0,1305000000,2016-03
전세보증금반환보증,2016,3,다가구주택,대구광역시,2.0,140000000,2016-03
전세보증금반환보증,2016,3,다가구주택,대전광역시,1.0,65000000,2016-03
전세보증금반환보증,2016,3,다가구주택,서울특별시,8.0,1322500000,2016-03
전세보증금반환보증,2016,3,다가구주택,인천광역시,2.0,205000000,2016-03
전세보증금반환보증,2016,3,다세대주택,경기도,8.0,985000000,2016-03
전세보증금반환보증,2016,3,다세대주택,대구광역시,1.0,116100000,2016-03
전세보증금반환보증,2016,3,다세대주택,부산광역시,2.0,200000000,2016-03
전세보증금반환보증,2016,3,다세대주택,서울특별시,20.0,3295100000,2016-03
전세보증금반환보증,2016,3,다세대주택,인천광역시,1.0,45000000,2016-03
전세보증금반환보증,2016,3,단독주택,경기도,6.0,885000000,2016-03
전세보증금반환보증,2016,3,단독주택,경상남도,4.0,285000000,2016-03
전세보증금반환보증,2016,3,단독주택,부산광역시,3.0,270000000,2016-03
전세보증금반환보증,2016,3,단독주택,서울특별시,5.0,862500000,2016-03
전세보증금반환보증,2016,3,단독주택,인천광역시,2.0,230000000,2016-03
전세보증금반환보증,2016,3,단독주택,제주특별자치도,1.0,100000000,2016-03
전세보증금반환보증,2016,3,아파트,강원도,2.0,225000000,2016-03
전세보증금반환보증,2016,3,아파트,경기도,868.0,2.12E+11,2016-03
전세보증금반환보증,2016,3,아파트,경상남도,32.0,5243750000,2016-03
전세보증금반환보증,2016,3,아파트,경상북도,29.0,4679850000,2016-03
전세보증금반환보증,2016,3,아파트,광주광역시,11.0,2060000000,2016-03
전세보증금반환보증,2016,3,아파트,대구광역시,88.0,16915500000,2016-03
전세보증금반환보증,2016,3,아파트,대전광역시,25.0,4547750000,2016-03
전세보증금반환보증,2016,3,아파트,부산광역시,52.0,9175100000,2016-03
전세보증금반환보증,2016,3,아파트,서울특별시,237.0,56301250000,2016-03
전세보증금반환보증,2016,3,아파트,세종특별자치시,3.0,720000000,2016-03
전세보증금반환보증,2016,3,아파트,울산광역시,10.0,1950000000,2016-03
전세보증금반환보증,2016,3,아파트,인천광역시,313.0,63639950000,2016-03
전세보증금반환보증,2016,3,아파트,전라남도,4.0,587500000,2016-03
전세보증금반환보증,2016,3,아파트,전라북도,10.0,1500500000,2016-03
전세보증금반환보증,2016,3,아파트,충청남도,27.0,3782750000,2016-03
전세보증금반환보증,2016,3,아파트,충청북도,4.0,700000000,2016-03
전세보증금반환보증,2016,3,연립주택,경기도,3.0,650000000,2016-03
전세보증금반환보증,2016,3,연립주택,서울특별시,6.0,1081500000,2016-03
전세보증금반환보증,2016,3,오피스텔,경기도,3.0,675000000,2016-03
전세보증금반환보증,2016,3,오피스텔,대구광역시,1.0,96000000,2016-03
전세보증금반환보증,2016,3,오피스텔,부산광역시,2.0,395000000,2016-03
전세보증금반환보증,2016,3,오피스텔,서울특별시,4.0,670000000,2016-03
전세보증금반환보증,2016,4,다가구주택,경기도,14.0,2323000000,2016-04
전세보증금반환보증,2016,4,다가구주택,경상북도,1.0,5000000,2016-04
전세보증금반환보증,2016,4,다가구주택,대전광역시,1.0,75000000,2016-04
전세보증금반환보증,2016,4,다가구주택,서울특별시,5.0,632500000,2016-04
전세보증금반환보증,2016,4,다가구주택,인천광역시,1.0,110000000,2016-04
전세보증금반환보증,2016,4,다가구주택,제주특별자치도,1.0,180000000,2016-04
전세보증금반환보증,2016,4,다세대주택,경기도,17.0,1704500000,2016-04
전세보증금반환보증,2016,4,다세대주택,경상북도,1.0,90000000,2016-04
전세보증금반환보증,2016,4,다세대주택,부산광역시,2.0,143750000,2016-04
전세보증금반환보증,2016,4,다세대주택,서울특별시,38.0,5841000000,2016-04
전세보증금반환보증,2016,4,다세대주택,인천광역시,3.0,297000000,2016-04
전세보증금반환보증,2016,4,단독주택,경기도,13.0,2135000000,2016-04
전세보증금반환보증,2016,4,단독주택,서울특별시,8.0,1170000000,2016-04
전세보증금반환보증,2016,4,아파트,강원도,5.0,796800000,2016-04
전세보증금반환보증,2016,4,아파트,경기도,965.0,2.27E+11,2016-04
전세보증금반환보증,2016,4,아파트,경상남도,45.0,6351000000,2016-04
전세보증금반환보증,2016,4,아파트,경상북도,17.0,2728500000,2016-04
전세보증금반환보증,2016,4,아파트,광주광역시,10.0,1638000000,2016-04
전세보증금반환보증,2016,4,아파트,대구광역시,72.0,13310050000,2016-04
전세보증금반환보증,2016,4,아파트,대전광역시,18.0,3231500000,2016-04
전세보증금반환보증,2016,4,아파트,부산광역시,92.0,15301200000,2016-04
전세보증금반환보증,2016,4,아파트,서울특별시,271.0,62724100000,2016-04
전세보증금반환보증,2016,4,아파트,세종특별자치시,2.0,330000000,2016-04
전세보증금반환보증,2016,4,아파트,울산광역시,20.0,3747500000,2016-04
전세보증금반환보증,2016,4,아파트,인천광역시,333.0,68966275000,2016-04
전세보증금반환보증,2016,4,아파트,전라남도,2.0,238300000,2016-04
전세보증금반환보증,2016,4,아파트,전라북도,4.0,580000000,2016-04
전세보증금반환보증,2016,4,아파트,제주특별자치도,1.0,220000000,2016-04
전세보증금반환보증,2016,4,아파트,충청남도,37.0,6105250000,2016-04
전세보증금반환보증,2016,4,아파트,충청북도,5.0,985000000,2016-04
전세보증금반환보증,2016,4,연립주택,경기도,5.0,484500000,2016-04
전세보증금반환보증,2016,4,연립주택,대구광역시,1.0,135000000,2016-04
전세보증금반환보증,2016,4,연립주택,서울특별시,3.0,385000000,2016-04
전세보증금반환보증,2016,4,연립주택,인천광역시,3.0,280000000,2016-04
전세보증금반환보증,2016,4,연립주택,전라남도,1.0,95000000,2016-04
전세보증금반환보증,2016,4,오피스텔,경기도,5.0,1440000000,2016-04
전세보증금반환보증,2016,4,오피스텔,서울특별시,5.0,860000000,2016-04
전세보증금반환보증,2016,4,오피스텔,인천광역시,1.0,230000000,2016-04
전세보증금반환보증,2016,5,다가구주택,경기도,15.0,2599500000,2016-05
전세보증금반환보증,2016,5,다가구주택,경상남도,1.0,150000000,2016-05
전세보증금반환보증,2016,5,다가구주택,경상북도,1.0,60000000,2016-05
전세보증금반환보증,2016,5,다가구주택,대구광역시,1.0,55000000,2016-05
전세보증금반환보증,2016,5,다가구주택,서울특별시,11.0,2114000000,2016-05
전세보증금반환보증,2016,5,다가구주택,인천광역시,1.0,70000000,2016-05
전세보증금반환보증,2016,5,다가구주택,전라북도,1.0,70000000,2016-05
전세보증금반환보증,2016,5,다세대주택,경기도,25.0,2565750000,2016-05
전세보증금반환보증,2016,5,다세대주택,경상남도,2.0,205000000,2016-05
전세보증금반환보증,2016,5,다세대주택,부산광역시,1.0,70000000,2016-05
전세보증금반환보증,2016,5,다세대주택,서울특별시,45.0,7100350000,2016-05
전세보증금반환보증,2016,5,다세대주택,인천광역시,6.0,570000000,2016-05
전세보증금반환보증,2016,5,단독주택,강원도,1.0,47900000,2016-05
전세보증금반환보증,2016,5,단독주택,경기도,11.0,1860000000,2016-05
전세보증금반환보증,2016,5,단독주택,대전광역시,1.0,5000000,2016-05
전세보증금반환보증,2016,5,단독주택,부산광역시,1.0,22500000,2016-05
전세보증금반환보증,2016,5,단독주택,서울특별시,2.0,530000000,2016-05
전세보증금반환보증,2016,5,단독주택,울산광역시,1.0,150000000,2016-05
전세보증금반환보증,2016,5,단독주택,인천광역시,2.0,280000000,2016-05
전세보증금반환보증,2016,5,단독주택,전라북도,1.0,120000000,2016-05
전세보증금반환보증,2016,5,아파트,강원도,8.0,774700000,2016-05
전세보증금반환보증,2016,5,아파트,경기도,988.0,2.22E+11,2016-05
전세보증금반환보증,2016,5,아파트,경상남도,42.0,6242000000,2016-05
전세보증금반환보증,2016,5,아파트,경상북도,18.0,2489000000,2016-05
전세보증금반환보증,2016,5,아파트,광주광역시,12.0,2055000000,2016-05
전세보증금반환보증,2016,5,아파트,대구광역시,65.0,12957200000,2016-05
전세보증금반환보증,2016,5,아파트,대전광역시,11.0,2102500000,2016-05
전세보증금반환보증,2016,5,아파트,부산광역시,125.0,20713900000,2016-05
전세보증금반환보증,2016,5,아파트,서울특별시,325.0,78077750000,2016-05
전세보증금반환보증,2016,5,아파트,세종특별자치시,3.0,655000000,2016-05
전세보증금반환보증,2016,5,아파트,울산광역시,35.0,6482000000,2016-05
전세보증금반환보증,2016,5,아파트,인천광역시,356.0,71440550000,2016-05
전세보증금반환보증,2016,5,아파트,전라남도,4.0,659500000,2016-05
전세보증금반환보증,2016,5,아파트,전라북도,3.0,306250000,2016-05
전세보증금반환보증,2016,5,아파트,충청남도,22.0,3682500000,2016-05
전세보증금반환보증,2016,5,아파트,충청북도,15.0,2525000000,2016-05
전세보증금반환보증,2016,5,연립주택,경기도,11.0,1610000000,2016-05
전세보증금반환보증,2016,5,연립주택,서울특별시,6.0,915000000,2016-05
전세보증금반환보증,2016,5,연립주택,인천광역시,2.0,250000000,2016-05
전세보증금반환보증,2016,5,연립주택,충청남도,1.0,40000000,2016-05
전세보증금반환보증,2016,5,오피스텔,경기도,5.0,1342000000,2016-05
전세보증금반환보증,2016,5,오피스텔,대구광역시,1.0,175000000,2016-05
전세보증금반환보증,2016,5,오피스텔,서울특별시,1.0,100000000,2016-05
전세보증금반환보증,2016,5,오피스텔,인천광역시,5.0,615000000,2016-05
전세보증금반환보증,2016,5,오피스텔,제주특별자치도,1.0,237500000,2016-05
전세보증금반환보증,2016,6,다가구주택,경기도,14.0,2460000000,2016-06
전세보증금반환보증,2016,6,다가구주택,경상남도,1.0,100000000,2016-06
전세보증금반환보증,2016,6,다가구주택,대구광역시,1.0,110000000,2016-06
전세보증금반환보증,2016,6,다가구주택,서울특별시,13.0,2655500000,2016-06
전세보증금반환보증,2016,6,다가구주택,인천광역시,1.0,145000000,2016-06
전세보증금반환보증,2016,6,다가구주택,충청북도,1.0,25000000,2016-06
전세보증금반환보증,2016,6,다세대주택,경기도,14.0,1631500000,2016-06
전세보증금반환보증,2016,6,다세대주택,대전광역시,1.0,75000000,2016-06
전세보증금반환보증,2016,6,다세대주택,부산광역시,1.0,100000000,2016-06
전세보증금반환보증,2016,6,다세대주택,서울특별시,59.0,10552500000,2016-06
전세보증금반환보증,2016,6,다세대주택,인천광역시,6.0,410000000,2016-06
전세보증금반환보증,2016,6,다세대주택,제주특별자치도,1.0,160000000,2016-06
전세보증금반환보증,2016,6,단독주택,경기도,15.0,2233500000,2016-06
전세보증금반환보증,2016,6,단독주택,서울특별시,2.0,310000000,2016-06
전세보증금반환보증,2016,6,단독주택,인천광역시,2.0,110000000,2016-06
전세보증금반환보증,2016,6,아파트,강원도,4.0,665000000,2016-06
전세보증금반환보증,2016,6,아파트,경기도,975.0,2.13E+11,2016-06
전세보증금반환보증,2016,6,아파트,경상남도,38.0,6635000000,2016-06
전세보증금반환보증,2016,6,아파트,경상북도,18.0,2755000000,2016-06
전세보증금반환보증,2016,6,아파트,광주광역시,17.0,2859500000,2016-06
전세보증금반환보증,2016,6,아파트,대구광역시,73.0,13725250000,2016-06
전세보증금반환보증,2016,6,아파트,대전광역시,23.0,4406050000,2016-06
전세보증금반환보증,2016,6,아파트,부산광역시,94.0,15585800000,2016-06
전세보증금반환보증,2016,6,아파트,서울특별시,261.0,62848250000,2016-06
전세보증금반환보증,2016,6,아파트,세종특별자치시,5.0,775000000,2016-06
전세보증금반환보증,2016,6,아파트,울산광역시,19.0,3232000000,2016-06
전세보증금반환보증,2016,6,아파트,인천광역시,335.0,69009150000,2016-06
전세보증금반환보증,2016,6,아파트,전라남도,3.0,388250000,2016-06
전세보증금반환보증,2016,6,아파트,전라북도,2.0,370000000,2016-06
전세보증금반환보증,2016,6,아파트,제주특별자치도,1.0,270000000,2016-06
전세보증금반환보증,2016,6,아파트,충청남도,24.0,3884350000,2016-06
전세보증금반환보증,2016,6,아파트,충청북도,7.0,765000000,2016-06
전세보증금반환보증,2016,6,연립주택,경기도,3.0,487500000,2016-06
전세보증금반환보증,2016,6,연립주택,대구광역시,1.0,116000000,2016-06
전세보증금반환보증,2016,6,연립주택,부산광역시,4.0,521000000,2016-06
전세보증금반환보증,2016,6,연립주택,서울특별시,10.0,1613000000,2016-06
전세보증금반환보증,2016,6,연립주택,인천광역시,3.0,530000000,2016-06
전세보증금반환보증,2016,6,오피스텔,경기도,6.0,912000000,2016-06
전세보증금반환보증,2016,6,오피스텔,대구광역시,1.0,139000000,2016-06
전세보증금반환보증,2016,6,오피스텔,부산광역시,2.0,315000000,2016-06
전세보증금반환보증,2016,6,오피스텔,서울특별시,1.0,120000000,2016-06
전세보증금반환보증,2016,6,오피스텔,인천광역시,4.0,775000000,2016-06
전세보증금반환보증,2016,7,다가구주택,경기도,13.0,2505000000,2016-07
전세보증금반환보증,2016,7,다가구주택,경상남도,1.0,90000000,2016-07
전세보증금반환보증,2016,7,다가구주택,대구광역시,1.0,70000000,2016-07
전세보증금반환보증,2016,7,다가구주택,대전광역시,1.0,120000000,2016-07
전세보증금반환보증,2016,7,다가구주택,부산광역시,2.0,142500000,2016-07
전세보증금반환보증,2016,7,다가구주택,서울특별시,10.0,1570000000,2016-07
전세보증금반환보증,2016,7,다가구주택,인천광역시,4.0,380000000,2016-07
전세보증금반환보증,2016,7,다세대주택,경기도,11.0,1720000000,2016-07
전세보증금반환보증,2016,7,다세대주택,경상북도,2.0,265000000,2016-07
전세보증금반환보증,2016,7,다세대주택,대구광역시,1.0,110000000,2016-07
전세보증금반환보증,2016,7,다세대주택,서울특별시,48.0,8644500000,2016-07
전세보증금반환보증,2016,7,다세대주택,인천광역시,7.0,610000000,2016-07
전세보증금반환보증,2016,7,다세대주택,충청북도,1.0,100000000,2016-07
전세보증금반환보증,2016,7,단독주택,경기도,12.0,1887000000,2016-07
전세보증금반환보증,2016,7,단독주택,경상남도,1.0,55000000,2016-07
전세보증금반환보증,2016,7,단독주택,광주광역시,1.0,140000000,2016-07
전세보증금반환보증,2016,7,단독주택,대구광역시,1.0,150000000,2016-07
전세보증금반환보증,2016,7,단독주택,서울특별시,7.0,1172500000,2016-07
전세보증금반환보증,2016,7,단독주택,울산광역시,1.0,130000000,2016-07
전세보증금반환보증,2016,7,단독주택,인천광역시,3.0,590000000,2016-07
전세보증금반환보증,2016,7,아파트,강원도,3.0,570000000,2016-07
전세보증금반환보증,2016,7,아파트,경기도,1146.0,2.44E+11,2016-07
전세보증금반환보증,2016,7,아파트,경상남도,39.0,5593250000,2016-07
전세보증금반환보증,2016,7,아파트,경상북도,24.0,4087000000,2016-07
전세보증금반환보증,2016,7,아파트,광주광역시,10.0,1998250000,2016-07
전세보증금반환보증,2016,7,아파트,대구광역시,70.0,13097250000,2016-07
전세보증금반환보증,2016,7,아파트,대전광역시,34.0,6565000000,2016-07
전세보증금반환보증,2016,7,아파트,부산광역시,97.0,17948100000,2016-07
전세보증금반환보증,2016,7,아파트,서울특별시,267.0,65051450000,2016-07
전세보증금반환보증,2016,7,아파트,세종특별자치시,4.0,647500000,2016-07
전세보증금반환보증,2016,7,아파트,울산광역시,14.0,2832500000,2016-07
전세보증금반환보증,2016,7,아파트,인천광역시,344.0,69954600000,2016-07
전세보증금반환보증,2016,7,아파트,전라남도,2.0,122900000,2016-07
전세보증금반환보증,2016,7,아파트,전라북도,2.0,321750000,2016-07
전세보증금반환보증,2016,7,아파트,충청남도,16.0,2942000000,2016-07
전세보증금반환보증,2016,7,아파트,충청북도,4.0,720000000,2016-07
전세보증금반환보증,2016,7,연립주택,강원도,1.0,90000000,2016-07
전세보증금반환보증,2016,7,연립주택,경기도,5.0,740000000,2016-07
전세보증금반환보증,2016,7,연립주택,경상남도,1.0,300000000,2016-07
전세보증금반환보증,2016,7,연립주택,부산광역시,1.0,120000000,2016-07
전세보증금반환보증,2016,7,연립주택,서울특별시,3.0,615000000,2016-07
전세보증금반환보증,2016,7,연립주택,인천광역시,1.0,175000000,2016-07
전세보증금반환보증,2016,7,오피스텔,경기도,7.0,1720000000,2016-07
전세보증금반환보증,2016,7,오피스텔,경상남도,1.0,70000000,2016-07
전세보증금반환보증,2016,7,오피스텔,서울특별시,3.0,481500000,2016-07
전세보증금반환보증,2016,7,오피스텔,인천광역시,2.0,205000000,2016-07
전세보증금반환보증,2016,7,오피스텔,충청북도,9.0,1215000000,2016-07
전세보증금반환보증,2016,8,다가구주택,경기도,28.0,4900000000,2016-08
전세보증금반환보증,2016,8,다가구주택,경상남도,1.0,50000000,2016-08
전세보증금반환보증,2016,8,다가구주택,서울특별시,17.0,2943750000,2016-08
전세보증금반환보증,2016,8,다세대주택,경기도,17.0,2156500000,2016-08
전세보증금반환보증,2016,8,다세대주택,대구광역시,1.0,110000000,2016-08
전세보증금반환보증,2016,8,다세대주택,부산광역시,5.0,430000000,2016-08
전세보증금반환보증,2016,8,다세대주택,서울특별시,65.0,11800500000,2016-08
전세보증금반환보증,2016,8,다세대주택,인천광역시,6.0,600000000,2016-08
전세보증금반환보증,2016,8,단독주택,경기도,10.0,2180000000,2016-08
전세보증금반환보증,2016,8,단독주택,부산광역시,2.0,170000000,2016-08
전세보증금반환보증,2016,8,단독주택,서울특별시,7.0,1443000000,2016-08
전세보증금반환보증,2016,8,단독주택,인천광역시,2.0,340000000,2016-08
전세보증금반환보증,2016,8,아파트,강원도,7.0,753000000,2016-08
전세보증금반환보증,2016,8,아파트,경기도,1300.0,2.85E+11,2016-08
전세보증금반환보증,2016,8,아파트,경상남도,26.0,4650000000,2016-08
전세보증금반환보증,2016,8,아파트,경상북도,30.0,4979000000,2016-08
전세보증금반환보증,2016,8,아파트,광주광역시,13.0,2721250000,2016-08
전세보증금반환보증,2016,8,아파트,대구광역시,86.0,15508750000,2016-08
전세보증금반환보증,2016,8,아파트,대전광역시,32.0,5670750000,2016-08
전세보증금반환보증,2016,8,아파트,부산광역시,117.0,19480950000,2016-08
전세보증금반환보증,2016,8,아파트,서울특별시,286.0,70191875000,2016-08
전세보증금반환보증,2016,8,아파트,세종특별자치시,13.0,2585000000,2016-08
전세보증금반환보증,2016,8,아파트,울산광역시,17.0,2834000000,2016-08
전세보증금반환보증,2016,8,아파트,인천광역시,389.0,87178250000,2016-08
전세보증금반환보증,2016,8,아파트,전라남도,2.0,310000000,2016-08
전세보증금반환보증,2016,8,아파트,전라북도,7.0,1082900000,2016-08
전세보증금반환보증,2016,8,아파트,충청남도,23.0,3797000000,2016-08
전세보증금반환보증,2016,8,아파트,충청북도,6.0,947500000,2016-08
전세보증금반환보증,2016,8,연립주택,경기도,2.0,300000000,2016-08
전세보증금반환보증,2016,8,연립주택,경상남도,1.0,62500000,2016-08
전세보증금반환보증,2016,8,연립주택,서울특별시,4.0,755000000,2016-08
전세보증금반환보증,2016,8,오피스텔,경기도,2.0,247000000,2016-08
전세보증금반환보증,2016,8,오피스텔,서울특별시,2.0,200000000,2016-08
전세보증금반환보증,2016,8,오피스텔,세종특별자치시,1.0,100000000,2016-08
전세보증금반환보증,2016,8,오피스텔,인천광역시,3.0,375000000,2016-08
전세보증금반환보증,2016,9,다가구주택,경기도,31.0,5842750000,2016-09
전세보증금반환보증,2016,9,다가구주택,경상남도,2.0,260000000,2016-09
전세보증금반환보증,2016,9,다가구주택,광주광역시,1.0,133000000,2016-09
전세보증금반환보증,2016,9,다가구주택,서울특별시,6.0,983750000,2016-09
전세보증금반환보증,2016,9,다가구주택,인천광역시,3.0,510000000,2016-09
전세보증금반환보증,2016,9,다가구주택,충청남도,1.0,42000000,2016-09
전세보증금반환보증,2016,9,다세대주택,경기도,18.0,2350750000,2016-09
전세보증금반환보증,2016,9,다세대주택,대전광역시,1.0,50000000,2016-09
전세보증금반환보증,2016,9,다세대주택,부산광역시,3.0,355000000,2016-09
전세보증금반환보증,2016,9,다세대주택,서울특별시,54.0,9799750000,2016-09
전세보증금반환보증,2016,9,다세대주택,인천광역시,1.0,70000000,2016-09
전세보증금반환보증,2016,9,단독주택,경기도,12.0,1730000000,2016-09
전세보증금반환보증,2016,9,단독주택,경상남도,1.0,100000000,2016-09
전세보증금반환보증,2016,9,단독주택,서울특별시,4.0,600000000,2016-09
전세보증금반환보증,2016,9,단독주택,울산광역시,1.0,35000000,2016-09
전세보증금반환보증,2016,9,단독주택,인천광역시,1.0,60000000,2016-09
전세보증금반환보증,2016,9,아파트,강원도,6.0,1082450000,2016-09
전세보증금반환보증,2016,9,아파트,경기도,1064.0,2.30E+11,2016-09
전세보증금반환보증,2016,9,아파트,경상남도,43.0,7105000000,2016-09
전세보증금반환보증,2016,9,아파트,경상북도,24.0,3581350000,2016-09
전세보증금반환보증,2016,9,아파트,광주광역시,23.0,4405000000,2016-09
전세보증금반환보증,2016,9,아파트,대구광역시,65.0,11775000000,2016-09
전세보증금반환보증,2016,9,아파트,대전광역시,19.0,4077750000,2016-09
전세보증금반환보증,2016,9,아파트,부산광역시,124.0,21644650000,2016-09
전세보증금반환보증,2016,9,아파트,서울특별시,212.0,53073700000,2016-09
전세보증금반환보증,2016,9,아파트,세종특별자치시,5.0,960000000,2016-09
전세보증금반환보증,2016,9,아파트,울산광역시,16.0,2990000000,2016-09
전세보증금반환보증,2016,9,아파트,인천광역시,296.0,68274350000,2016-09
전세보증금반환보증,2016,9,아파트,전라남도,22.0,1921000000,2016-09
전세보증금반환보증,2016,9,아파트,전라북도,3.0,433000000,2016-09
전세보증금반환보증,2016,9,아파트,충청남도,26.0,4587000000,2016-09
전세보증금반환보증,2016,9,아파트,충청북도,7.0,1077750000,2016-09
전세보증금반환보증,2016,9,연립주택,경기도,1.0,267000000,2016-09
전세보증금반환보증,2016,9,연립주택,경상남도,2.0,304000000,2016-09
전세보증금반환보증,2016,9,연립주택,부산광역시,1.0,150000000,2016-09
전세보증금반환보증,2016,9,연립주택,서울특별시,10.0,1611250000,2016-09
전세보증금반환보증,2016,9,연립주택,인천광역시,2.0,320000000,2016-09
전세보증금반환보증,2016,9,오피스텔,경기도,3.0,250000000,2016-09
전세보증금반환보증,2016,9,오피스텔,대전광역시,1.0,125000000,2016-09
전세보증금반환보증,2016,9,오피스텔,부산광역시,1.0,130000000,2016-09
전세보증금반환보증,2016,9,오피스텔,서울특별시,2.0,470000000,2016-09
전세보증금반환보증,2016,9,오피스텔,인천광역시,2.0,175000000,2016-09
전세보증금반환보증,2016,9,오피스텔,충청남도,1.0,60000000,2016-09
전세보증금반환보증,2016,10,다가구주택,경기도,27.0,3883500000,2016-10
전세보증금반환보증,2016,10,다가구주택,경상남도,2.0,330000000,2016-10
전세보증금반환보증,2016,10,다가구주택,부산광역시,1.0,70000000,2016-10
